adult,budget,genres,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,movieId,imdbId,tmdbId
FALSE,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",408272,tt5294198,en,Catfight,The rivalry between two former college friends comes to a head when they both attend the same glamorous event.,5.89953,/97Zbegv8V4uM0CwEQvwtMhpqlF5.jpg,"[{'name': 'MPI Media Group', 'id': 23457}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/3/2017,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A black and blue comedy,Catfight,FALSE,6.1,42,2017,168586,5294198,408272
FALSE,1500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",414190,tt3171832,en,Iboy,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",8.015815,/hq28FmSpvzG2x2iNm9rsjqUOpbN.jpg,"[{'name': 'NetFlix', 'id': 8858}, {'name': 'Pretty Pictures', 'id': 8875}, {'name': 'XYZ Films', 'id': 12142}, {'name': 'Wigwam Films', 'id': 55142}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1/27/2017,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,His powers are his curse,Iboy,FALSE,6,315,2017,168554,3171832,414190
FALSE,125000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",295693,tt3874544,en,The Boss Baby,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",13.392824,/unPB1iyEeTBcKiLg8W083rlViFH.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/23/2017,498814908,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Born leader,The Boss Baby,FALSE,6.1,2336,2017,168418,3874544,295693
FALSE,160000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",321612,tt2771200,en,Beauty And The Beast,A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.,287.253654,/tWqifoYuwLETmmasnGHO7xBjEtt.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Mandeville Films', 'id': 10227}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",3/16/2017,1262886337,129,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Be our guest.,Beauty And The Beast,FALSE,6.8,5530,2017,168366,2771200,321612
FALSE,175000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",274857,tt1972591,en,King Arthur: Legend Of The Sword,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",44.251369,/qyXPqzlCWf3T9VEpBtquUQZwsgi.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Wigram Productions', 'id': 23202}, {'name': 'Safehouse Pictures', 'id': 25577}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/27/2017,146175066,126,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,From nothing comes a King,King Arthur: Legend Of The Sword,FALSE,6.5,1506,2017,168344,1972591,274857
FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",411741,tt5962210,en,Ingrid Goes West,"Ingrid becomes obsessed with a social network star named Taylor Sloane who seemingly has a perfect life. But when Ingrid decides to drop everything and move west to be Taylor's friend, her behaviour turns unsettling and dangerous.",3.647596,/5zW3sowkXI1DGaD7ngKbfvD4hTI.jpg,"[{'name': 'Star Thrower Entertainment', 'id': 27497}, {'name': '141 Entertainment', 'id': 80990}, {'name': 'Neon', 'id': 90733}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/11/2017,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She'll follow you.,Ingrid Goes West,FALSE,7.6,18,2017,168328,5962210,411741
FALSE,0,"[{'id': 18, 'name': 'Drama'}]",334535,tt3893280,en,The Ticket,A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial.,5.803266,/uyaUbLVoxgJMw3JSGljyOGYpXtz.jpg,"[{'name': 'BCDF Pictures', 'id': 10290}, {'name': 'Cave Pictures', 'id': 75579}, {'name': 'Blackbird', 'id': 79500}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/7/2017,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What would you sacrifice for a second chance?,The Ticket,FALSE,5.6,22,2017,168740,3893280,334535
FALSE,0,"[{'id': 53, 'name': 'Thriller'}]",356500,tt4372390,en,Detour,"A young law student, grieving for his dying mother, struggles to decide whether he should kill his unfaithful step-father.",9.184739,/pUrMq4yr5KyYvV3am9f2y3HBYy6.jpg,"[{'name': 'Head Gear Films', 'id': 5056}, {'name': 'Kreo Films FZ', 'id': 50079}, {'name': 'Bankside Films', 'id': 61922}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1/20/2017,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When you want someone dead, which road would you choose?",Detour,FALSE,5.9,38,2017,168774,4372390,356500
FALSE,0,"[{'id': 35, 'name': 'Comedy'}]",413391,tt3784652,en,A Few Less Men,Travel plans for three men in ill-fitting wedding tuxedos goes horribly wrong.,1.475321,/1FR3KCSLB6b9WMrZPir0JioMvcQ.jpg,[],[],3/9/2017,123899,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A lot more laughs!,A Few Less Men,FALSE,5.2,11,2017,171589,3784652,413391
FALSE,0,"[{'id': 27, 'name': 'Horror'}]",445916,tt6357202,en,Asylum Of Darkness,"After awakening in a mental asylum, a patient plans an escape to freedom, but finds an even more disturbing, supernatural world on the outside, one that threatens to keep him trapped in madness forever.",0.474061,/iQAZIZ04Z2MhJj6EwSfvrwng3Uc.jpg,"[{'name': 'Season of Darkness LLC', 'id': 88849}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/10/2017,0,117,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There Is Evil Inside Us All,Asylum Of Darkness,FALSE,6.8,4,2017,171801,6357202,445916
FALSE,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",348389,tt3567666,en,Stratton,A British Special Boat Service commando tracks down an international terrorist cell.,2.876994,/6HyEx5AxxDwWdhUowXPr1hXjM1z.jpg,"[{'name': 'Twickenham Studios', 'id': 23970}, {'name': 'GFM films', 'id': 77636}, {'name': 'Atomic Arts', 'id': 89544}, {'name': 'SquareOne Entertainment', 'id': 89545}, {'name': 'Stratton Film Production Ltd', 'id': 89546}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",7/6/2017,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The enemy has a weapon. So do we.,Stratton,FALSE,4.8,26,2017,171601,3567666,348389
FALSE,0,"[{'id': 35, 'name': 'Comedy'}]",426253,tt5770620,en,The Lovers,The separation of a long married couple goes awry when they fall for each other again.,2.968282,/tRWza39fHyef12FvScIBduaHMi6.jpg,"[{'name': 'A24', 'id': 41077}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/5/2017,214078,94,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,A love so strong it can survive marriage.,The Lovers,FALSE,5.4,8,2017,171609,5770620,426253
FALSE,5000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",426580,tt3349578,en,Bad Kids Of Crestview Academy,"It's four years later, and a new group of students has been placed in Saturday detention at the infamous and prestigious Crestview Academy. When Siouxsie, sophomore 'undercrust,' crashes the party to avenge her sister's death, a Saturday detention reserved for the privileged seniors of Crestview Academy turns into a date in hell. It's not long before a naïve pussycat lover, gay drug dealer, smokin' hot preacher's daughter, squeaky-clean senator's son, and the uninvited younger outsider find themselves locked-up in school with no way out, wondering who (or what) has set them up. Hilarity and suspense ensue while each 'bad kid' pits one against the other, and one by one each falls victim to absurdly gruesome 'accidents' while trying to escape.",2.258128,/frVFhblTEDnGSaBp8vg1YurOPmV.jpg,"[{'name': 'BKG2H Productions', 'id': 85501}, {'name': 'Bad Kids', 'id': 85502}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/13/2017,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Detention sucks but it's killer fun,Bad Kids Of Crestview Academy,FALSE,4.8,13,2017,168904,3349578,426580
FALSE,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",203835,tt1935897,en,Amityville: The Awakening,"Belle, her little sister, and her comatose twin brother move into a new house with their single mother Joan in order to save money to help pay for her brother's expensive healthcare. But when strange phenomena begin to occur in the house including the miraculous recovery of her brother, Belle begins to suspect her Mother isn't telling her everything and soon realizes they just moved into the infamous Amityville house.",20.712818,/nkvUaKRYG70QouZtHlnUSoDBRGC.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/30/2017,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every house has a history. This one has a legend.,Amityville: The Awakening,FALSE,5.8,98,2017,171757,1935897,203835
FALSE,10500000,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",399019,tt5592248,en,The Beguiled,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",36.26051,/yCt9jWUFNpWLSiNpShZr9JFF9oD.jpg,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'Focus Features', 'id': 10146}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/23/2017,25442939,93,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"Innocent, until betrayed.",The Beguiled,FALSE,5.8,279,2017,171759,5592248,399019
FALSE,0,"[{'id': 99, 'name': 'Documentary'}]",452166,tt6710658,en,The Reagan Show,"Comprised entirely of archival footage taken during those pre-reality-television years, The Reagan Show looks at how Ronald Reagan redefined the look and feel of what it means to be the POTUS.",0.20617,/oNiJScaEVNLoNOgKIR9MOBvvsGy.jpg,[],[],4/22/2017,0,75,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Our country was his stage.,The Reagan Show,FALSE,10,1,2017,171761,6710658,452166
FALSE,34000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",339403,tt3890160,en,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",228.032744,/dN9LbVNNZFITwfaRjl4tmwGWkRg.jpg,"[{'name': 'Big Talk Productions', 'id': 443}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Double Negative', 'id': 31922}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6/28/2017,224511319,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All you need is one killer track.,Baby Driver,FALSE,7.2,2083,2017,171763,3890160,339403
FALSE,0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",447113,tt6536944,en,Monster High: Electrified,"When Clawdeen dreams of opening a salon made for monsters and normies, Frankie has the perfect place - an abandoned power station outside town. But the idea sparks negative voltage when Moanica plots to ruin the whole thing, and replace the celebration with something a little more... shocking!",7.170738,/xmmFpf6PD2JVEbrvqQWLe3zPMmv.jpg,"[{'name': 'Mattel Creations', 'id': 87780}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/4/2017,0,72,[],Released,Dreams are just a spark away!,Monster High: Electrified,FALSE,6.9,8,2017,171937,6536944,447113
FALSE,0,"[{'id': 35, 'name': 'Comedy'}]",434234,tt2122355,en,Hickey,"Brilliant but insecure, young Ryan has 24 hours to save the store he hates in order to win the heart of the girl he loves.",0.710692,/hMDfl03yLFLS4GXCJcBLlMKzrVT.jpg,"[{'name': 'Nut Bucket Films', 'id': 62512}, {'name': 'Maxine Street Productions', 'id': 85392}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/10/2017,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"To get the girl he loves, he must save the store he hates.",Hickey,FALSE,4.3,6,2017,168826,2122355,434234
FALSE,0,"[{'id': 99, 'name': 'Documentary'}]",434178,tt6408738,en,Trumped: Inside The Greatest Political Upset Of All Time,"In a behind-the-scenes look at the biggest political upset in recent history, Mark Halperin, John Heilemann and Mark McKinnon offer unprecedented access and never-before-seen footage of candidate Trump, from the primaries through the debates to the dawning realization that the controversial businessman will become the 45th President of the United States.",0.317396,/n4eOqRFYJaq2tQUtPcLjnEnqVJO.jpg,"[{'name': 'Left/Right', 'id': 35713}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/27/2017,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How He Grabbed America By The Vote,Trumped: Inside The Greatest Political Upset Of All Time,FALSE,7.8,5,2017,168808,6408738,434178
FALSE,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",397422,tt4799050,en,Rough Night,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.",24.317924,/i66xbL1C6FEWDm2KoX11DHmP4Rz.jpg,"[{'name': 'Sony Pictures Entertainment', 'id': 5752}, {'name': 'Paulilu Productions', 'id': 76778}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/15/2017,45056771,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The hangover will be the least of their problems,Rough Night,FALSE,5.6,336,2017,171867,4799050,397422
FALSE,0,"[{'id': 35, 'name': 'Comedy'}]",381518,tt4799064,en,Mindhorn,"A washed up actor who played Mindhorn, a secret agent with a bionic eye, returns to the Isle of Man, the area where his most famous role was set, to help catch a killer.",5.760089,/1cg6oZo7C7iqYTZgbfOvscAFiP2.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Isle of Man Film', 'id': 2268}, {'name': 'Baby Cow Films', 'id': 13854}, {'name': 'Pinewood Pictures', 'id': 62230}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",5/5/2017,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's truth time!,Mindhorn,FALSE,6.4,63,2017,171881,4799064,381518
FALSE,0,"[{'id': 99, 'name': 'Documentary'}]",447818,tt6263642,en,Generation Iron 2,"From the director of Generation Iron, comes the anticipated sequel that will depict 5 of the top bodybuilding and fitness mega-stars on a quest of achieving the ultimate physique and taking it to the next extreme level. In the world of social media and internet, the rules have changed as to what makes an iconic bodybuilding mass-monster. Starring Kai Greene, Calum Von Moger, Rich Piana, among others, this film will explore an all new generation of bodybuilders and how this new world, and new people, carve their own path to physique perfection.",2.004971,/d55SL6py3ycETBBIHYXRkGLAQz4.jpg,"[{'name': 'Vladar Company, The', 'id': 79290}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/12/2017,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Is there a limit?,Generation Iron 2,FALSE,8.3,7,2017,171891,6263642,447818
FALSE,4000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",383538,tt5044656,en,The Shadow Effect,A young man's life is turned upside down when his violent dreams begin to blend with reality.,2.548897,/ddQZ7xUBPBcj9vA1LiLyEzfFQK5.jpg,"[{'name': 'Status Media & Entertainment', 'id': 35396}, {'name': 'DV3 Productions', 'id': 64949}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/2/2017,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Once you remember, you will never forget.",The Shadow Effect,FALSE,5,21,2017,171907,5044656,383538
FALSE,0,"[{'id': 18, 'name': 'Drama'}]",352885,tt1330018,en,The Book Of Love,"After tragedy strikes Henry and Penny, he befriends a tenacious young girl and discovers she is constructing a raft to sail across the Atlantic to find her lost father. Together, along with some unlikely friends, they set forth to construct the vessel and subsequently rebuild their lives.",8.371598,/63VLjlm8WHc7KlIcmF4UoVzcp4r.jpg,"[{'name': 'Iron Ocean Films', 'id': 12687}, {'name': 'Nine Nights', 'id': 85534}, {'name': 'Darwin Collective, The', 'id': 85535}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/13/2017,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How far would you go for a lost love?,The Book Of Love,FALSE,6.6,32,2017,168778,1330018,352885
FALSE,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",416477,tt5462602,en,The Big Sick,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",23.424794,/9fJTT8pBxxQsFILJHTtHhdYFr77.jpg,"[{'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Apatow Productions', 'id': 10105}, {'name': 'Amazon Studios', 'id': 20580}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/23/2017,52620184,120,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ur', 'name': 'اردو'}]",Released,An awkward true story.,The Big Sick,FALSE,7.7,249,2017,168326,5462602,416477
